,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
835452,2593,1264,4,974004606,M,56,16,95816,Diva (1981),Action|Drama|Mystery|Romance|Thriller,False
178233,1184,356,4,974852691,F,25,4,92354,Forrest Gump (1994),Comedy|Romance|War,False
673909,1505,2348,4,983749970,M,50,11,90041,Sid and Nancy (1986),Drama,False
52197,5705,1207,5,958546846,F,18,4,90024,To Kill a Mockingbird (1962),Drama,False
455687,1645,2087,5,988271211,F,18,9,62225,Peter Pan (1953),Animation|Children's|Fantasy|Musical,False
948769,2457,328,2,974180324,M,25,0,60656,Tales From the Crypt Presents: Demon Knight (1995),Horror,False
173911,1861,318,4,974700420,M,50,16,92129,"Shawshank Redemption, The (1994)",Drama,False
774631,1737,1888,3,976063138,M,35,20,46614,Hope Floats (1998),Comedy|Drama|Romance,False
812255,3203,1235,5,968570653,M,35,0,90254,Harold and Maude (1971),Comedy,False
647489,3182,2533,2,968770624,M,25,12,12866,Escape from the Planet of the Apes (1971),Action|Sci-Fi,False
650693,4728,3927,4,982383317,M,25,19,31401,Fantastic Voyage (1966),Adventure|Sci-Fi,False
214017,735,1214,5,975479893,M,25,14,04240,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
763020,4543,3423,4,964671226,M,25,2,11105,School Daze (1988),Drama,False
62267,1890,2194,4,981347492,M,50,6,94702,"Untouchables, The (1987)",Action|Crime|Drama,False
968795,3675,2255,3,966369098,M,35,7,06680,Young Doctors in Love (1982),Comedy,False
665418,3453,1876,3,967239968,M,35,7,07981,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller,False
4625,1581,2355,4,974749481,F,18,4,10003,"Bug's Life, A (1998)",Animation|Children's|Comedy,False
685409,53,493,4,977984368,M,25,0,96931,Menace II Society (1993),Action|Crime|Drama,False
479746,3574,3629,5,966731535,F,35,6,33314,"Gold Rush, The (1925)",Comedy,False
8425,1812,1287,5,974701588,F,25,12,48103,Ben-Hur (1959),Action|Adventure|Drama,False
873518,1676,575,3,974795852,M,18,4,91301,"Little Rascals, The (1994)",Children's|Comedy,False
167464,3836,3095,5,965928859,F,50,8,84770,"Grapes of Wrath, The (1940)",Drama,False
439798,1124,592,4,974910143,M,25,2,60156,Batman (1989),Action|Adventure|Crime|Drama,False
528502,710,2012,3,975542745,M,25,20,85207,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
307613,1303,994,3,974960089,M,25,19,94111,Big Night (1996),Drama,False
876979,5441,996,5,959988859,M,50,7,95762,Last Man Standing (1996),Action|Drama|Western,False
674466,5265,940,3,961221790,M,45,1,97405,"Adventures of Robin Hood, The (1938)",Action|Adventure,False
461399,6000,2161,4,956881658,M,45,17,30075,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
830417,5018,1231,4,962582744,F,56,12,90290,"Right Stuff, The (1983)",Drama,False
328342,5114,364,4,962312825,F,1,10,22932,"Lion King, The (1994)",Animation|Children's|Musical,False
910751,3898,3811,5,965775739,M,45,11,01772,Breaker Morant (1980),Drama|War,False
643425,3836,3827,5,966411935,F,50,8,84770,Space Cowboys (2000),Action|Sci-Fi,False
916923,4661,2457,4,963867728,M,45,15,85255,Running Scared (1986),Action|Comedy,False
85251,2566,292,4,973965758,M,35,17,94022,Outbreak (1995),Action|Drama|Thriller,False
404785,3834,1358,5,965927855,M,18,2,02322,Sling Blade (1996),Drama|Thriller,False
482682,2878,277,3,973231851,F,50,20,88005,Miracle on 34th Street (1994),Drama,False
513350,3308,2003,3,967977548,F,18,20,15701-1348,Gremlins (1984),Comedy|Horror,False
195211,4126,2167,3,973570688,M,25,17,53188,Blade (1998),Action|Adventure|Horror,False
11776,2751,919,4,974817209,F,25,16,28120,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
505415,241,1129,3,976753603,M,35,20,55121,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,False
817070,889,2206,4,975248617,M,45,20,10024,Suspicion (1941),Mystery|Thriller,False
572126,4277,2106,4,967111394,M,35,16,98133,Swing Kids (1993),Drama|War,False
214309,1650,1214,4,974712864,M,25,19,94607,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
979071,1926,613,5,974772011,F,1,0,95404,Jane Eyre (1996),Drama|Romance,False
34607,1311,1566,4,974788427,M,18,10,90274,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,False
530158,1624,1215,5,974774663,M,25,0,06810,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
377331,3565,1589,3,966781604,M,25,18,53572,Cop Land (1997),Crime|Drama|Mystery,False
936078,3610,438,4,966610961,M,18,6,30064,"Cowboy Way, The (1994)",Action|Comedy,False
334381,1616,3536,5,974732863,M,25,0,16101,Keeping the Faith (2000),Comedy|Romance,False
398605,1088,3301,4,994958541,F,1,10,98103,"Whole Nine Yards, The (2000)",Comedy|Crime,False
148991,2909,3809,4,1009399554,M,25,7,43228,What About Bob? (1991),Comedy,False
843180,1001,3852,4,975040858,M,25,4,90210,"Tao of Steve, The (2000)",Comedy,False
297915,5675,1089,3,958682510,M,35,14,30030,Reservoir Dogs (1992),Crime|Thriller,False
30387,4104,1097,4,965415943,M,18,16,42141,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
891898,752,100,2,975619028,F,25,3,97401,City Hall (1996),Drama|Thriller,False
644402,2638,1077,4,980119860,M,25,14,06405,Sleeper (1973),Comedy|Sci-Fi,False
810872,4981,3088,4,962597546,M,50,1,55406,Harvey (1950),Comedy,False
818865,824,1272,4,975377746,M,35,12,94530,Patton (1970),Drama|War,False
744239,1513,3634,4,974748116,F,35,16,95003,Seven Days in May (1964),Thriller,False
104279,5071,589,4,962458068,F,25,7,75093,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
259968,3624,2716,5,966563404,M,25,12,60068,Ghostbusters (1984),Comedy|Horror,False
198710,1737,1261,3,974706046,M,35,20,46614,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,False
233010,424,2770,4,1045582554,M,25,17,55112,Bowfinger (1999),Comedy,False
20339,698,2797,3,1015133353,M,18,4,76401,Big (1988),Comedy|Fantasy,False
244688,3841,1617,5,965996733,M,45,18,26101,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
665068,1050,1876,4,974962782,M,25,1,97302,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller,False
715788,4274,1438,1,965302697,F,45,1,04258,Dante's Peak (1997),Action|Thriller,False
723509,1613,1047,3,974733186,M,18,20,61801,"Long Kiss Goodnight, The (1996)",Action|Thriller,False
971803,5359,1866,3,975944674,M,18,16,27705,"Big Hit, The (1998)",Action|Comedy,False
627135,2496,2554,3,974092963,M,50,1,37932,Children of the Damned (1963),Horror|Sci-Fi|Thriller,False
358355,2018,3500,3,974680957,M,35,16,46214,Mr. Saturday Night (1992),Comedy|Drama,False
254509,1968,377,2,974742504,M,25,11,85258,Speed (1994),Action|Romance|Thriller,False
27427,4060,527,4,965488753,M,25,18,55412,Schindler's List (1993),Drama|War,False
374978,1954,3252,4,974696351,M,25,16,91402,Scent of a Woman (1992),Drama,False
840481,5065,945,4,962478166,M,25,14,28715,Top Hat (1935),Comedy|Musical|Romance,False
422370,3184,2124,1,968708331,F,25,18,21214,"Addams Family, The (1991)",Comedy,False
489917,2589,858,5,973863478,M,25,0,19004,"Godfather, The (1972)",Action|Crime|Drama,False
311586,5938,29,5,1002300449,M,25,1,35401,"City of Lost Children, The (1995)",Adventure|Sci-Fi,False
514615,2071,2005,4,974946709,M,45,7,01605,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
613286,3630,2387,4,966539448,M,18,4,77005,Very Bad Things (1998),Comedy|Crime,False
603833,2376,1608,2,976485696,M,25,1,13210,Air Force One (1997),Action|Thriller,False
380587,403,3265,5,976293175,M,18,4,02138,Hard-Boiled (Lashou shentan) (1992),Action|Crime,False
145089,2540,2396,5,974045877,F,45,6,42420,Shakespeare in Love (1998),Comedy|Romance,False
202427,5161,1378,4,961912927,M,25,4,30052,Young Guns (1988),Action|Comedy|Western,False
511795,2304,1200,4,974496194,M,45,12,94103,Aliens (1986),Action|Sci-Fi|Thriller|War,False
260127,4005,2716,5,1007220046,M,35,7,12110,Ghostbusters (1984),Comedy|Horror,False
378298,5942,2023,4,957202760,M,45,1,01867,"Godfather: Part III, The (1990)",Action|Crime|Drama,False
351738,3588,474,4,966659452,M,25,2,90068,In the Line of Fire (1993),Action|Thriller,False
85466,4161,292,2,965340789,M,45,0,90404,Outbreak (1995),Action|Drama|Thriller,False
382575,516,2686,3,976204054,F,56,14,55033,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,False
947266,5641,1322,1,958924559,F,25,17,48473,Amityville 1992: It's About Time (1992),Horror,False
169687,3481,2728,4,968743580,M,18,4,94122,Spartacus (1960),Drama,False
801917,4408,3370,4,965166287,F,45,2,19033,Betrayed (1988),Drama|Thriller,False
453765,107,1283,5,977533908,M,45,18,63129,High Noon (1952),Western,False
223750,4287,2947,4,965277593,M,25,7,35244,Goldfinger (1964),Action,False
493235,3951,2405,4,965679829,F,18,4,60014,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,False
980991,2627,1844,4,973628798,M,25,1,06877,Live Flesh (1997),Drama,False
311836,3082,562,5,969779549,F,35,6,45459,Welcome to the Dollhouse (1995),Comedy|Drama,False
765698,4725,3360,3,963380991,M,35,5,96707-1321,Hoosiers (1986),Drama,False
318079,3618,32,3,966600609,M,56,17,22657,Twelve Monkeys (1995),Drama|Sci-Fi,False
709062,2063,145,4,974668533,M,25,4,43138,Bad Boys (1995),Action,False
372239,2692,73,4,973318328,F,18,4,14620,"Misérables, Les (1995)",Drama|Musical,False
107361,593,2858,5,975899545,F,50,1,91711,American Beauty (1999),Comedy|Drama,False
884954,2777,89,3,973050906,M,18,4,95326,Nick of Time (1995),Action|Thriller,False
276374,5140,1429,3,962059443,M,25,6,35205,Jackie Chan's First Strike (1996),Action,False
653362,2085,2052,3,974655893,M,18,0,06360,Hocus Pocus (1993),Children's|Comedy,False
170822,531,1784,4,978644454,F,18,14,22206,As Good As It Gets (1997),Comedy|Drama,False
705499,1842,3325,2,993357801,M,18,4,53190,"Next Best Thing, The (2000)",Comedy|Drama,False
672813,3827,1391,3,966129324,M,50,2,87020,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,False
84054,2887,1610,5,972140396,M,25,3,66205,"Hunt for Red October, The (1990)",Action|Thriller,False
973031,1356,2504,1,974772106,F,18,4,91706,200 Cigarettes (1999),Comedy|Drama,False
756725,284,2301,5,976572452,M,25,12,91910,History of the World: Part I (1981),Comedy,False
80926,3032,3107,5,970342968,M,25,0,47303,Backdraft (1991),Action|Drama,False
760136,5699,2352,3,958617389,M,35,15,94706,"Big Chill, The (1983)",Comedy|Drama,False
637087,4022,293,3,965523809,M,35,14,53403,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,False
321130,4855,34,3,962831189,M,25,12,90034,Babe (1995),Children's|Comedy|Drama,False
393530,2910,223,5,1016475222,M,1,19,75602,Clerks (1994),Comedy,False
503817,1899,1125,4,975035340,F,45,6,02135,"Return of the Pink Panther, The (1974)",Comedy,False
8908,5888,1287,4,957481884,M,25,20,64114,Ben-Hur (1959),Action|Adventure|Drama,False
581853,1264,1479,3,974821562,M,25,1,53711,"Saint, The (1997)",Action|Romance|Thriller,False
787601,53,2950,3,977988802,M,25,0,96931,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,False
963157,3824,1194,3,991943412,M,25,17,32308,Up in Smoke (1978),Comedy,False
761170,3018,1663,4,970521394,M,35,0,45242,Stripes (1981),Comedy,False
950851,3829,2104,3,965932967,F,25,1,22307,Tex (1982),Drama,False
453183,1954,1282,5,974869317,M,25,16,91402,Fantasia (1940),Animation|Children's|Musical,False
915935,4673,2290,2,963766399,M,35,16,94705,Stardust Memories (1980),Comedy|Drama,False
480518,2857,1019,4,972508114,M,25,0,10469,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,False
96465,910,110,5,975207356,F,50,0,98226,Braveheart (1995),Action|Drama|War,False
508062,4021,3099,4,965524194,M,50,20,95236,Shampoo (1975),Comedy|Romance,False
587837,4414,2572,5,965560339,M,25,4,40504,10 Things I Hate About You (1999),Comedy|Romance,False
376290,4483,111,3,965015455,F,25,6,72703,Taxi Driver (1976),Drama|Thriller,False
892054,1202,3179,3,974855454,M,35,12,97006,Angela's Ashes (1999),Drama,False
399215,1162,1343,3,974864149,F,35,0,97213,Cape Fear (1991),Thriller,False
815326,4183,1183,1,965330573,M,25,1,91730,"English Patient, The (1996)",Drama|Romance|War,False
305747,1756,2683,1,974701900,F,25,1,75149,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
595092,4771,3005,3,972859666,F,25,4,04101,"Bone Collector, The (1999)",Thriller,False
566286,1345,788,3,974775193,F,25,2,75070,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
359329,2005,2702,4,974677322,M,18,4,58601,Summer of Sam (1999),Drama,False
359389,3163,2702,4,968881679,M,18,15,95616,Summer of Sam (1999),Drama,False
520880,2478,2948,5,975442839,M,50,1,37922,From Russia with Love (1963),Action,False
627703,1502,3863,1,974751192,M,18,4,12188,"Cell, The (2000)",Sci-Fi|Thriller,False
653194,3272,2123,4,968200428,M,35,0,08330,All Dogs Go to Heaven (1989),Animation|Children's,False
143429,2232,1917,3,974597104,M,25,14,60061,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,False
106481,4115,1945,4,965367393,M,25,15,99353,On the Waterfront (1954),Crime|Drama,False
28196,927,2340,3,979434288,F,25,20,91105,Meet Joe Black (1998),Romance,False
607973,935,2273,4,975182641,M,35,14,60538,Rush Hour (1998),Action|Thriller,False
202956,610,3552,1,975861322,M,25,4,77025,Caddyshack (1980),Comedy,False
996214,5738,3442,4,958417684,M,25,12,55406,Band of the Hand (1986),Action,False
660379,1552,3526,3,974874890,M,45,20,10021,Parenthood (1989),Comedy|Drama,False
762353,284,688,1,976576334,M,25,12,91910,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,False
28646,2100,48,3,974671594,F,25,0,24017,Pocahontas (1995),Animation|Children's|Musical|Romance,False
171204,2063,1784,4,974661023,M,25,4,43138,As Good As It Gets (1997),Comedy|Drama,False
109369,4026,2858,5,965516827,M,25,7,68164,American Beauty (1999),Comedy|Drama,False
525096,2551,3175,4,974015517,M,25,12,98133,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
494844,1389,2193,2,974780661,M,25,17,19801,Willow (1988),Action|Adventure|Fantasy,False
614284,4049,553,5,965497503,M,45,11,33133,Tombstone (1993),Western,False
395612,4305,3948,5,1041431302,F,45,17,27616,Meet the Parents (2000),Comedy,False
378843,3380,337,3,967587503,M,50,0,20815,What's Eating Gilbert Grape (1993),Drama,False
150952,5085,1955,4,962396689,M,56,17,75225,Kramer Vs. Kramer (1979),Drama,False
839857,4225,2919,4,965314468,F,25,3,48197,Year of Living Dangerously (1982),Drama|Romance,False
641592,3327,1206,5,967894918,M,18,12,91423,"Clockwork Orange, A (1971)",Sci-Fi,False
302580,426,3267,3,976598178,M,18,4,55455,"Mariachi, El (1992)",Action|Thriller,False
255693,1599,1268,3,974827817,M,25,0,92646,Pump Up the Volume (1990),Drama,False
883968,1069,534,2,974943407,M,25,20,98105,Shadowlands (1993),Drama|Romance,False
936223,4823,390,5,963094869,M,18,4,46219,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,False
910252,1941,1951,3,974853708,M,35,17,94550,Oliver! (1968),Musical,False
296374,4170,1517,1,966023354,M,45,7,53713,Austin Powers: International Man of Mystery (1997),Comedy,False
752600,549,3920,5,976067974,M,25,6,53217,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",Drama|Fantasy,False
106357,2547,1945,5,989459350,F,35,0,37920,On the Waterfront (1954),Crime|Drama,False
593595,1969,2707,5,974685723,F,25,3,92116,Arlington Road (1999),Thriller,False
113154,4647,2312,4,963968769,M,35,20,80222,Children of a Lesser God (1986),Drama,False
829588,3420,3844,5,989597183,F,25,7,48105,Steel Magnolias (1989),Drama,False
389776,549,1027,4,976121111,M,25,6,53217,Robin Hood: Prince of Thieves (1991),Drama,False
803936,2026,3836,4,974724379,M,50,16,49277,Kelly's Heroes (1970),Action|Comedy|War,False
92517,5111,1293,4,962426601,M,35,2,78006,Gandhi (1982),Drama,False
692826,1050,1772,3,974962894,M,25,1,97302,Blues Brothers 2000 (1998),Action|Comedy|Musical,False
393878,4309,223,2,965722730,M,25,0,36301,Clerks (1994),Comedy,False
952959,4869,2381,1,962887536,F,45,6,04578,Police Academy 4: Citizens on Patrol (1987),Comedy,False
822711,2351,3498,4,974408938,F,25,0,11106,Midnight Express (1978),Drama,False
849584,3624,3697,3,966564058,M,25,12,60068,Predator 2 (1990),Action|Sci-Fi|Thriller,False
144562,1150,2396,1,974876048,F,25,20,75226,Shakespeare in Love (1998),Comedy|Romance,False
861786,4879,1952,2,962769334,M,25,3,60626,Midnight Cowboy (1969),Drama,False
606639,4526,3646,1,964807971,M,25,20,10012,Big Momma's House (2000),Comedy,False
755858,692,2144,4,978373811,F,25,0,85207,Sixteen Candles (1984),Comedy,False
183600,1099,1641,4,974925843,M,25,17,77059,"Full Monty, The (1997)",Comedy,False
332408,5321,3524,3,960862119,M,25,4,02457,Arthur (1981),Comedy|Romance,False
480097,5848,1015,4,957783606,M,50,20,20009,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,False
713189,4489,173,3,965010725,M,18,4,78613,Judge Dredd (1995),Action|Adventure|Sci-Fi,False
33216,4387,745,5,987134459,F,18,4,63109,"Close Shave, A (1995)",Animation|Comedy|Thriller,False
848327,2186,1616,4,974608615,M,18,5,41018,"Peacemaker, The (1997)",Action|Thriller|War,False
841837,2747,3831,5,973211374,F,18,4,90025,Saving Grace (2000),Comedy,False
385153,4352,25,3,965231772,M,18,4,11010,Leaving Las Vegas (1995),Drama|Romance,False
268952,1255,1635,5,974823106,M,25,17,94110,"Ice Storm, The (1997)",Drama,False
688326,2496,2991,3,974259494,M,50,1,37932,Live and Let Die (1973),Action,False
536195,2205,2529,4,974604108,F,25,7,10016,Planet of the Apes (1968),Action|Sci-Fi,False
953603,5044,2745,4,962546020,F,35,6,23507,"Mission, The (1986)",Drama,False
510688,3612,2001,3,966604790,M,25,14,29609,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,False
426327,796,1256,3,976288064,M,50,6,98237,Duck Soup (1933),Comedy|War,False
95435,5886,3256,3,957485775,M,25,20,02139,Patriot Games (1992),Action|Thriller,False
361609,5964,3155,5,958998773,M,18,5,97202,Anna and the King (1999),Drama|Romance,False
707420,1509,3000,4,974833364,M,1,0,11803,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation,False
572092,3311,2106,2,977128475,M,25,4,90039,Swing Kids (1993),Drama|War,False
252783,5659,1191,2,958791517,M,25,0,20874,Madonna: Truth or Dare (1991),Documentary,False
480016,3778,1015,3,966044494,M,25,0,61832,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,False
295157,2737,3046,4,973227907,M,25,3,50311,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,False
102234,442,589,2,978453614,M,25,1,55105,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
990750,4647,3446,4,963981345,M,35,20,80222,Funny Bones (1995),Comedy,False
346496,1150,1380,4,974870528,F,25,20,75226,Grease (1978),Comedy|Musical|Romance,False
594343,274,3004,2,976593502,M,18,4,55455,"Bachelor, The (1999)",Comedy|Romance,False
278459,5359,3176,2,963202236,M,18,16,27705,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
425118,4928,1252,4,962672643,F,25,3,92103,Chinatown (1974),Film-Noir|Mystery|Thriller,False
899222,329,2851,1,976394689,M,35,7,02115,Saturn 3 (1979),Adventure|Sci-Fi|Thriller,False
18973,656,2018,4,975740219,F,45,16,92106,Bambi (1942),Animation|Children's,False
259336,1912,2716,3,1007690247,M,25,4,91325,Ghostbusters (1984),Comedy|Horror,False
460851,1141,2161,4,1005052523,F,25,3,84770,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
36066,5023,588,5,962582577,M,35,20,91505,Aladdin (1992),Animation|Children's|Comedy|Musical,False
491545,1380,1025,3,975013500,M,1,10,58078,"Sword in the Stone, The (1963)",Animation|Children's,False
454520,1699,750,5,981321758,F,25,19,98102,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
